Rooms,Price,Distance,Bathroom,Car,Landsize,BuildingArea,Propertycount,Build_Age,Type_h,Type_t,Type_u,Method_S,Method_SA,Method_SP,Regionname_Eastern Metropolitan,Regionname_Eastern Victoria,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan,Regionname_Western Victoria
2,650000.0,1.6,1.0,1.0,0.0,81.92271186440678,5825.0,52.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1,465000.0,1.6,1.0,1.0,0.0,52.0,5825.0,11.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
4,1620000.0,1.6,2.0,1.0,132.0,165.0,5825.0,142.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1600000.0,1.6,2.0,1.0,261.0,167.28109546606595,5825.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,790000.0,1.6,1.0,1.0,0.0,81.92271186440678,5825.0,52.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2,1122000.0,1.6,1.0,0.0,106.0,101.0,5825.0,132.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,660000.0,1.6,2.0,0.0,0.0,81.92271186440678,5825.0,52.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2,1300000.0,1.6,1.0,1.0,157.0,110.0,5825.0,122.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1,420000.0,1.6,1.0,1.0,782.0,42.0,5825.0,47.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2,715000.0,1.6,1.0,1.0,0.0,74.0,5825.0,122.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1,458000.0,1.6,1.0,1.0,0.0,62.0,5825.0,52.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2,710000.0,1.6,1.0,1.0,0.0,90.0,5825.0,20.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2,677000.0,1.6,1.0,0.0,67.0,167.28109546606595,5825.0,172.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,700000.0,3.5,2.0,1.0,4332.0,85.0,6244.0,12.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2,860000.0,3.5,1.0,1.0,104.0,70.0,6244.0,142.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,870000.0,3.5,1.0,1.0,107.0,64.0,6244.0,112.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,1116000.0,3.5,1.0,1.0,152.0,167.28109546606595,6244.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,930000.0,3.5,3.0,0.0,2778.0,3558.0,6244.0,52.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2,700000.0,3.5,2.0,2.0,4296.0,81.92271186440678,6244.0,11.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
3,2170000.0,3.5,2.0,1.0,177.0,167.28109546606595,6244.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1,358500.0,3.5,1.0,1.0,0.0,40.0,6244.0,47.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2,770000.0,3.5,2.0,1.0,134.0,151.0,6244.0,117.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2,1008000.0,3.5,1.0,1.0,150.0,77.0,6244.0,132.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1015000.0,3.5,2.0,1.0,112.0,145.0,6244.0,22.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3,1371000.0,3.5,1.0,1.0,197.0,128.0,6244.0,122.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,1054000.0,3.5,2.0,1.0,0.0,136.74614022988504,6244.0,52.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2,1055000.0,3.5,1.0,1.0,122.0,167.28109546606595,6244.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,720000.0,3.5,2.0,1.0,4296.0,81.92271186440678,6244.0,11.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
3,1286000.0,3.5,1.0,1.0,275.0,116.0,6244.0,107.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1655000.0,3.5,1.0,1.0,176.0,167.28109546606595,6244.0,122.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1181000.0,3.5,1.0,1.0,148.0,167.28109546606595,6244.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,990000.0,3.5,1.0,1.0,145.0,167.28109546606595,6244.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4,1950000.0,3.5,2.0,2.0,233.0,216.0,6244.0,132.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4,1785000.0,3.5,2.0,1.0,188.0,165.0,6244.0,122.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,1315000.0,3.5,1.0,1.0,143.0,167.28109546606595,6244.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,1210000.0,3.5,1.0,1.0,223.0,118.0,6244.0,137.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1275000.0,3.5,2.0,1.0,104.0,110.0,6244.0,132.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
3,1141000.0,3.5,1.0,1.0,378.0,167.28109546606595,6244.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,1255000.0,3.5,1.0,1.0,148.0,167.28109546606595,6244.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,1290000.0,3.5,1.0,1.0,136.0,92.0,6244.0,132.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,750000.0,3.5,2.0,2.0,0.0,95.0,6244.0,20.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3,674000.0,3.5,1.0,1.0,0.0,81.92271186440678,6244.0,52.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2,675000.0,3.5,1.0,2.0,0.0,92.0,6244.0,12.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2,875000.0,3.5,1.0,1.0,106.0,167.28109546606595,6244.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1080000.0,3.5,2.0,1.0,77.0,133.0,6244.0,6.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3,1851000.0,3.5,1.0,1.0,225.0,167.28109546606595,6244.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,1222500.0,3.5,1.0,2.0,487.0,105.0,6244.0,82.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,1232000.0,3.5,1.0,1.0,0.0,167.28109546606595,6244.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,937500.0,3.5,1.0,1.0,100.0,72.0,6244.0,132.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1710000.0,3.5,2.0,1.0,357.0,167.28109546606595,6244.0,142.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1600000.0,3.5,1.0,1.0,370.0,167.28109546606595,6244.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1300000.0,3.5,2.0,1.0,127.0,135.0,6244.0,132.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1300000.0,3.5,1.0,1.0,309.0,167.28109546606595,6244.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,2150000.0,3.5,2.0,1.0,202.0,307.0,6244.0,124.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,775000.0,3.5,2.0,2.0,0.0,136.74614022988504,6244.0,52.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3,1581000.0,3.5,1.0,1.0,193.0,132.0,6244.0,112.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,602000.0,3.5,1.0,1.0,0.0,48.0,6244.0,42.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2,1283000.0,3.5,1.0,2.0,204.0,167.28109546606595,6244.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1450000.0,3.5,2.0,1.0,118.0,103.0,6244.0,117.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,1325000.0,3.5,1.0,1.0,160.0,167.28109546606595,6244.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,865500.0,4.4,1.0,1.0,168.0,167.28109546606595,3593.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1,380000.0,4.4,1.0,1.0,2077.0,81.92271186440678,3593.0,52.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2,425000.0,4.4,1.0,1.0,0.0,63.0,3593.0,52.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
3,870000.0,4.4,2.0,1.0,167.0,167.28109546606595,3593.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,391000.0,4.4,1.0,1.0,0.0,59.0,3593.0,52.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2,715000.0,4.4,1.0,1.0,0.0,167.28109546606595,3593.0,42.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
3,1130000.0,4.4,1.0,1.0,294.0,140.0,3593.0,122.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,950000.0,4.4,1.0,1.0,193.0,167.28109546606595,3593.0,52.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2,918000.0,4.4,1.0,1.0,136.0,78.0,3593.0,122.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,730000.0,4.4,1.0,1.0,140.0,98.0,3593.0,132.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2,855000.0,4.4,1.0,1.0,225.0,85.0,3593.0,92.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2,860000.0,4.4,1.0,1.0,202.0,167.28109546606595,3593.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1012000.0,4.4,1.0,1.0,212.0,102.0,3593.0,92.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,885000.0,4.4,1.0,1.0,162.0,167.28109546606595,3593.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1315000.0,4.4,1.0,1.0,313.0,20.0,3593.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4,1700000.0,4.4,1.0,1.0,616.0,167.28109546606595,3593.0,52.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
3,1205000.0,4.4,2.0,2.0,0.0,167.28109546606595,3593.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,476000.0,4.4,1.0,1.0,0.0,81.92271186440678,3593.0,52.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2,556000.0,4.4,2.0,1.0,0.0,79.0,3593.0,13.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1,345000.0,4.4,1.0,1.0,0.0,46.0,3593.0,52.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2,957000.0,4.4,1.0,1.0,165.0,167.28109546606595,3593.0,52.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
3,991000.0,4.4,1.0,4.0,402.0,167.28109546606595,3593.0,107.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1,395000.0,4.4,1.0,1.0,818.0,50.0,3593.0,142.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
3,1115000.0,4.4,1.0,1.0,244.0,84.0,3593.0,82.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,420500.0,4.4,1.0,1.0,0.0,52.0,3593.0,52.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
3,585000.0,6.4,1.0,1.0,259.0,136.74614022988504,7570.0,52.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2,431000.0,6.4,1.0,1.0,0.0,81.92271186440678,7570.0,52.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3,1003000.0,6.4,1.0,1.0,292.0,98.0,7570.0,122.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3,840000.0,6.4,1.0,1.0,164.0,93.0,7570.0,122.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3,1362000.0,6.4,2.0,1.0,497.0,156.0,7570.0,132.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
4,977000.0,6.4,2.0,1.0,154.0,161.0,7570.0,15.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,216000.0,6.4,1.0,1.0,0.0,50.0,7570.0,52.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
3,876000.0,6.4,2.0,2.0,204.0,106.0,7570.0,32.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,227000.0,6.4,1.0,1.0,0.0,52.0,7570.0,52.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
4,841000.0,6.4,2.0,2.0,250.0,160.0,7570.0,22.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2,605000.0,6.4,1.0,3.0,2794.0,87.0,7570.0,22.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,357000.0,6.4,1.0,0.0,0.0,81.92271186440678,7570.0,42.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
3,910000.0,6.4,1.0,1.0,361.0,118.0,7570.0,82.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,375000.0,6.4,1.0,1.0,0.0,167.28109546606595,7570.0,54.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,752000.0,6.4,1.0,1.0,215.0,98.0,7570.0,112.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3,1155000.0,6.4,1.0,3.0,585.0,120.0,7570.0,72.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,490000.0,6.4,1.0,1.0,0.0,81.92271186440678,7570.0,52.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
3,853000.0,6.4,1.0,1.0,0.0,141.0,7570.0,12.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
4,1290000.0,6.4,1.0,2.0,411.0,167.28109546606595,7570.0,52.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3,480000.0,6.4,1.0,1.0,0.0,90.0,7570.0,37.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
4,775000.0,6.4,1.0,2.0,277.0,87.0,7570.0,132.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,900000.0,6.4,1.0,1.0,210.0,167.28109546606595,7570.0,122.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2,281000.0,6.4,1.0,1.0,0.0,65.0,7570.0,42.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
4,1300000.0,6.4,2.0,3.0,0.0,190.0,7570.0,72.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3,714000.0,6.4,2.0,2.0,164.0,3.0,7570.0,14.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3,775000.0,6.4,2.0,1.0,197.0,167.28109546606595,7570.0,52.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3,674000.0,6.4,2.0,1.0,8680.0,81.92271186440678,7570.0,52.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
3,760000.0,6.4,1.0,1.0,265.0,115.0,7570.0,112.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,560000.0,6.4,1.0,1.0,111.0,136.74614022988504,7570.0,52.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2,575000.0,6.4,1.0,1.0,162.0,167.28109546606595,7570.0,22.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
4,1100000.0,6.4,1.0,2.0,633.0,167.28109546606595,7570.0,52.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3,932000.0,6.4,1.0,1.0,451.0,130.0,7570.0,112.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3,780000.0,6.4,1.0,2.0,323.0,129.0,7570.0,122.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,295000.0,6.4,1.0,1.0,0.0,69.0,7570.0,62.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2,433000.0,6.4,1.0,1.0,0.0,66.0,7570.0,10.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2,410000.0,6.4,2.0,1.0,65.0,80.0,7570.0,8.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2,1170000.0,6.4,1.0,1.0,184.0,103.0,7570.0,122.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,375000.0,6.4,1.0,1.0,0.0,50.0,7570.0,102.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2,615000.0,6.4,1.0,3.0,207.0,81.92271186440678,7570.0,62.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
3,747000.0,6.4,1.0,1.0,246.0,120.0,7570.0,82.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3,1045000.0,6.4,2.0,2.0,384.0,167.28109546606595,7570.0,52.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3,775000.0,6.4,1.0,1.0,242.0,99.0,7570.0,102.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2,571000.0,6.4,2.0,1.0,0.0,78.0,7570.0,9.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1,305000.0,6.4,1.0,1.0,59.0,70.0,7570.0,57.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
3,860500.0,6.4,2.0,2.0,322.0,228.0,7570.0,42.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3,820000.0,6.4,2.0,1.0,122.0,136.74614022988504,7570.0,52.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3,875000.0,6.4,1.0,1.0,262.0,92.0,7570.0,52.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,370000.0,6.4,1.0,1.0,0.0,75.0,7570.0,15.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2,711000.0,6.4,1.0,2.0,253.0,90.0,7570.0,112.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3,665000.0,6.4,2.0,1.0,0.0,81.92271186440678,7570.0,52.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2,690500.0,6.4,1.0,1.0,212.0,98.0,7570.0,122.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2,747000.0,6.4,1.0,1.0,320.0,94.0,7570.0,122.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,858000.0,6.4,1.0,1.0,313.0,93.0,7570.0,107.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2,835000.0,6.4,1.0,1.0,222.0,109.0,7570.0,102.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2,661000.0,6.4,1.0,1.0,132.0,83.0,7570.0,52.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,757500.0,6.4,1.0,1.0,258.0,108.0,7570.0,122.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3,699000.0,6.4,1.0,1.0,125.0,113.0,7570.0,22.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3,850000.0,6.4,1.0,1.0,190.0,99.0,7570.0,92.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3,740000.0,6.4,1.0,1.0,211.0,94.0,7570.0,112.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2,360000.0,6.4,1.0,1.0,0.0,81.92271186440678,7570.0,52.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
3,980000.0,6.4,2.0,2.0,196.0,154.0,7570.0,16.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3,561000.0,6.4,1.0,1.0,0.0,81.92271186440678,7570.0,52.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2,316000.0,6.4,1.0,1.0,0.0,55.0,7570.0,62.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
3,735000.0,6.4,2.0,2.0,112.0,168.0,7570.0,12.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2,823000.0,6.4,1.0,1.0,238.0,167.28109546606595,7570.0,52.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,296000.0,6.4,1.0,1.0,0.0,81.92271186440678,7570.0,52.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
3,886500.0,6.4,1.0,1.0,268.0,167.28109546606595,7570.0,52.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3,767500.0,6.4,2.0,1.0,458.0,98.0,7570.0,92.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,395000.0,6.4,2.0,1.0,0.0,79.0,7570.0,13.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3,757000.0,6.4,2.0,2.0,102.0,102.0,7570.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
4,1450000.0,6.4,1.0,1.0,799.0,160.0,7570.0,112.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2,745000.0,6.4,1.0,1.0,355.0,74.0,7570.0,132.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,716000.0,6.4,1.0,2.0,274.0,275.0,7570.0,22.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3,1735000.0,9.2,2.0,3.0,680.0,170.0,10412.0,87.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2,1699000.0,9.2,1.0,2.0,653.0,167.28109546606595,10412.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
4,1998000.0,9.2,2.0,1.0,739.0,183.0,10412.0,20.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2,671000.0,9.2,1.0,1.0,0.0,85.0,10412.0,62.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
3,1780000.0,9.2,1.0,2.0,627.0,167.28109546606595,10412.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,1425000.0,9.2,2.0,2.0,217.0,163.0,10412.0,16.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,1530000.0,9.2,1.0,1.0,753.0,118.0,10412.0,82.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2,1500000.0,9.2,1.0,2.0,660.0,167.28109546606595,10412.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5,2175000.0,9.2,3.0,4.0,619.0,327.0,10412.0,19.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2,550000.0,9.2,1.0,1.0,0.0,63.0,10412.0,54.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
3,2115000.0,9.2,2.0,2.0,745.0,157.0,10412.0,102.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,1700000.0,9.2,2.0,2.0,625.0,188.0,10412.0,71.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,1750000.0,9.2,2.0,2.0,652.0,167.28109546606595,10412.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,967500.0,9.2,2.0,1.0,233.0,167.28109546606595,10412.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
4,2077000.0,9.2,2.0,3.0,553.0,143.0,10412.0,112.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2,411000.0,9.2,1.0,1.0,0.0,65.0,10412.0,52.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
3,1222000.0,9.2,1.0,1.0,215.0,167.28109546606595,10412.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
4,1550000.0,9.2,2.0,2.0,662.0,167.28109546606595,10412.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,1660000.0,9.2,1.0,2.0,297.0,167.28109546606595,10412.0,92.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,1162000.0,9.2,2.0,2.0,281.0,81.92271186440678,10412.0,52.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
2,845000.0,9.2,1.0,1.0,207.0,167.28109546606595,10412.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2,585000.0,9.2,1.0,1.0,0.0,81.92271186440678,10412.0,52.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,452000.0,9.2,1.0,1.0,63.0,52.0,10412.0,42.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
3,1625000.0,9.2,2.0,2.0,365.0,136.74614022988504,10412.0,52.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
4,1800000.0,9.2,3.0,2.0,743.0,167.28109546606595,10412.0,52.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
3,1820000.0,9.2,1.0,3.0,650.0,136.0,10412.0,92.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2,1020000.0,9.2,1.0,1.0,251.0,167.28109546606595,10412.0,112.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
3,1456000.0,9.2,1.0,2.0,504.0,142.0,10412.0,102.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
3,1875000.0,9.2,2.0,3.0,607.0,167.28109546606595,10412.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,1430000.0,9.2,3.0,2.0,385.0,255.0,10412.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,1625000.0,9.2,2.0,4.0,1005.0,167.28109546606595,10412.0,42.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2,480000.0,9.2,1.0,1.0,0.0,81.92271186440678,10412.0,52.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2,585000.0,9.2,1.0,1.0,84.0,84.0,10412.0,62.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2,680000.0,9.2,1.0,1.0,0.0,81.92271186440678,10412.0,52.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
3,1220000.0,9.2,2.0,2.0,278.0,136.74614022988504,10412.0,23.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3,1375000.0,9.2,2.0,2.0,328.0,176.0,10412.0,32.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2,920000.0,9.2,1.0,2.0,334.0,115.0,10412.0,92.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2,382000.0,9.2,1.0,1.0,1069.0,33.0,10412.0,62.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2,545000.0,9.2,1.0,0.0,0.0,81.92271186440678,10412.0,52.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
2,1280000.0,9.2,1.0,1.0,412.0,123.0,10412.0,72.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,1825000.0,9.2,1.0,2.0,652.0,167.28109546606595,10412.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
4,1825000.0,9.2,3.0,2.0,366.0,26.0,10412.0,23.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1,328000.0,9.2,1.0,0.0,0.0,81.92271186440678,10412.0,52.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
4,2016000.0,9.2,2.0,3.0,733.0,167.28109546606595,10412.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,1710000.0,9.2,1.0,3.0,557.0,167.28109546606595,10412.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,1770000.0,9.2,1.0,3.0,603.0,167.28109546606595,10412.0,52.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
3,1765000.0,9.2,1.0,2.0,650.0,167.28109546606595,10412.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2,511000.0,9.2,1.0,1.0,0.0,81.92271186440678,10412.0,52.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
3,1880000.0,9.2,2.0,2.0,668.0,167.28109546606595,10412.0,102.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2,856500.0,9.2,1.0,1.0,0.0,81.92271186440678,10412.0,62.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
